,title,year,director,genre,country,language,budget,US_box_office,box_office,usr_rating,metacritic
880,The Rebound ,2009.0,Bart Freundlich, Comedy,USA,English,,,21791288.0,6.3,
881,Lloyd's of London ,1936.0,Henry King, Drama,USA,English,850000.0,,,6.9,
882,Namhansanseong ,2017.0,Dong-hyuk Hwang, Action,South Korea,Korean,,252895.0,28645448.0,6.7,
883,The Samurai ,1967.0,Jean-Pierre Melville, Crime,France,French,,39481.0,,8.1,
884,Stavisky... ,1974.0,Alain Resnais, Biography,France,French,,13793.0,13793.0,6.6,
885,Silver Bullet ,1985.0,Daniel Attias, Horror,USA,English,7000000.0,12361866.0,12361866.0,6.4,26
886,,,,,,,,,,,
887,Fight for Your Life ,1977.0,Robert A. Endelson, Crime,USA,English,,,,6.3,
888,The Kid ,1921.0,Charles Chaplin, Comedy,USA,English,250000.0,,26916.0,8.3,
889,Sarileru Neekevvaru ,2020.0,Anil Ravipudi, Action,India,Telugu,,821000.0,1366335.0,6.0,
890,Shrek 2 ,2004.0,Andrew Adamson, Animation,USA,English,150000000.0,441226247.0,928760770.0,7.2,75
891,Sut Kardesler ,1976.0,Ertem Egilmez, Comedy,Turkey,Turkish,,,,8.9,
892,Godzilla and Mothra: The Battle for Earth ,1992.0,Takao Okawara, Action,Japan,Japanese,,,35566037.0,6.2,
893,Guess Who's Coming to Dinner ,1967.0,Stanley Kramer, Comedy,USA,English,4000000.0,56666667.0,56666667.0,7.8,63
894,Robbery ,1967.0,Peter Yates, Crime,UK,English,,,,6.8,
895,,,,,,,,,,,
896,Outsider ,1997.0,Andrej Kosak, Drama,Slovenia,Slovenian,60000000.0,,,8.0,
897,My Geisha ,1962.0,Jack Cardiff, Comedy,USA,English,,,,6.6,
898,Jim Thorpe -- All-American ,1951.0,Michael Curtiz, Biography,USA,English,,,,6.9,
899,Riding Alone for Thousands of Miles ,2005.0,Yimou Zhang, Drama,China,Mandarin,7500000.0,252325.0,3752325.0,7.3,73
900,Young Ahmed ,2019.0,Jean-Pierre Dardenne, Drama,Belgium,French,,21291.0,1520922.0,6.4,66
901,,,,,,,,,,,
902,Whole New Thing ,2005.0,Amnon Buchbinder, Comedy,Canada,English,750000.0,11445.0,11445.0,6.6,54
903,Tian xia wu zei ,2004.0,Xiaogang Feng, Action,China,Mandarin,1300000.0,,662164.0,7.2,
904,The Great Gatsby ,1974.0,Jack Clayton, Drama,USA,English,6500000.0,20563273.0,20563273.0,6.4,43
905,Yes Boss ,1997.0,Aziz Mirza, Comedy,India,Hindi,,,,6.8,
906,Bitter Rice ,1949.0,Giuseppe De Santis, Drama,Italy,Italian,,,,7.7,
907,Parents ,1989.0,Bob Balaban, Comedy,Canada,English,3000000.0,870532.0,870532.0,6.1,66
908,Cicha noc ,2017.0,Piotr Domalewski, Comedy,Poland,Polish,,,1894860.0,7.2,
909,Nyocker! ,2004.0,Áron Gauder, Animation,Hungary,Hungarian,78000000.0,,199780.0,6.0,
910,El Ott ,2014.0,Ibrahim El-Batout, Mystery,Egypt,Arabic,,,,4.1,
911,Svetat e golyam i spasenie debne otvsyakade ,2008.0,Stephan Komandarev, Drama,Bulgaria,Bulgarian,,,291275.0,8.0,
912,Todos lo saben ,2018.0,Asghar Farhadi, Crime,Spain,Spanish,10000000.0,2660165.0,19176163.0,6.9,68
913,,,,,,,,,,,
914,Fanfan ,1993.0,Alexandre Jardin, Comedy,France,French,,,,6.9,
915,Pyaar Ke Side Effects ,2006.0,Saket Chaudhary, Comedy,India,Hindi,45000000.0,30230.0,60714.0,6.7,
916,Winnie the Pooh and the Blustery Day ,1968.0,Wolfgang Reitherman, Animation,USA,English,,,,8.0,
917,Vacation ,1983.0,Harold Ramis, Adventure,USA,English,15000000.0,61399552.0,61399552.0,7.4,55
918,Mean Creek ,2004.0,Jacob Estes, Crime,USA,English,500000.0,603951.0,802948.0,7.2,74
919,To the Shores of Tripoli ,1942.0,H. Bruce Humberstone, Drama,USA,English,,2300000.0,,6.1,
920,The Governess ,1998.0,Sandra Goldbacher, Drama,UK,English,,3719509.0,3719509.0,6.3,60
921,Nisshartho Bhalobasha: What is Love! ,2013.0,Ananta Jalil, Action,Bangladesh,Bengali,130000.0,,,7.4,
922,,,,,,,,,,,
923,Autumn Sonata ,1978.0,Ingmar Bergman, Drama,Sweden,Swedish,,,14338.0,8.3,
924,,,,,,,,,,,
925,,,,,,,,,,,
926,Big Wednesday ,1978.0,John Milius, Drama,USA,English,11000000.0,,,7.2,54
927,,,,,,,,,,,
928,The Missing ,2003.0,Ron Howard, Adventure,USA,English,60000000.0,27011180.0,38364277.0,6.5,55
929,King of California ,2007.0,Michael A. Cahill, Comedy,USA,English,10000000.0,268461.0,1045786.0,6.6,63
930,Karbala ,2015.0,Krzysztof Lukaszewicz, Drama,Poland,Polish,,,1839975.0,6.2,
931,Coal Miner's Daughter ,1980.0,Michael Apted, Biography,USA,English,,67182787.0,67182787.0,7.5,87
932,Baak bin sing gwan ,1995.0,Jing Wong, Comedy,Hong Kong,Cantonese,,,,6.3,
933,Strange Frame: Love & Sax ,2012.0,G.B. Hajim, Animation,USA,English,1230000.0,,,7.1,
934,,,,,,,,,,,
935,Tower of London ,1939.0,Rowland V. Lee, Drama,USA,English,,,,6.7,
936,The Naked Spur ,1953.0,Anthony Mann, Thriller,USA,English,1261000.0,,,7.3,
937,Ouija: Origin of Evil ,2016.0,Mike Flanagan, Drama,USA,English,9000000.0,35144505.0,81705746.0,6.1,65
938,Dark Waters ,1993.0,Mariano Baino, Drama,Russia,English,,,,6.1,
939,The Taming of the Shrew ,1967.0,Franco Zeffirelli, Comedy,Italy,English,4000000.0,,,7.1,
940,Der Tunnel ,2001.0,Roland Suso Richter, Drama,Germany,German,7100000.0,46296.0,115112.0,7.7,72
941,Serengeti ,1959.0,Bernhard Grzimek, Documentary,West Germany,German,,,,7.9,
942,,,,,,,,,,,
943,,,,,,,,,,,
944,Churchill ,2017.0,Jonathan Teplitzky, Biography,UK,English,6400000.0,1281258.0,6724365.0,6.1,44
945,Sound of Noise ,2010.0,Ola Simonsson, Comedy,Sweden,Swedish,4000000.0,24565.0,456366.0,7.2,72
946,The Killer ,2017.0,Marcelo Galvão, Action,Brazil,Portuguese,1500000.0,,,6.0,
947,Strategic Air Command ,1955.0,Anthony Mann, Action,USA,English,,6500000.0,,6.4,
948,The Horse Thief ,1986.0,Zhuangzhuang Tian, Drama,China,Mandarin,,,,6.9,
949,,,,,,,,,,,
950,The Robe ,1953.0,Henry Koster, Drama,USA,English,5000000.0,36000000.0,36000000.0,6.7,
951,,,,,,,,,,,
952,O Homem do Futuro ,2011.0,Cláudio Torres, Comedy,Brazil,Portuguese,,,5799606.0,7.0,
953,The Whole Wide World ,1996.0,Dan Ireland, Biography,USA,English,1300000.0,375757.0,375757.0,7.0,
954,Blue My Mind ,2017.0,Lisa Brühlmann, Drama,Switzerland,Swiss German,,,11350.0,6.2,63
955,Un heureux evenement ,2011.0,Rémi Bezançon, Comedy,France,French,,,3929796.0,6.6,
956,Tottaa Pataaka Item Maal ,2019.0,Aditya Kripalani, Drama,India,Hindi,150000.0,,,8.0,
957,Kyatapirâ ,2010.0,Kôji Wakamatsu, Drama,Japan,Japanese,120000.0,4157.0,251922.0,6.7,75
958,Four Flies on Grey Velvet ,1971.0,Dario Argento, Crime,Italy,Italian,,,,6.7,
959,Schizopolis ,1996.0,Steven Soderbergh, Comedy,USA,English,250000.0,10580.0,10580.0,6.9,44
960,The Bridge ,1959.0,Bernhard Wicki, Drama,West Germany,German,,,,8.0,
961,The White Ribbon ,2009.0,Michael Haneke, Drama,Germany,Latin,18000000.0,2222862.0,19319671.0,7.8,82
962,Click ,2006.0,Frank Coraci, Comedy,USA,English,82500000.0,137355633.0,240685326.0,6.4,45
963,No Man's Land  ,2001.0,Danis Tanovic, Comedy,France,Bosnian,2000000.0,1012153.0,4858869.0,7.9,84
964,Sien lui yau wan III: Do do do ,1991.0,Siu-Tung Ching, Action,Hong Kong,Cantonese,,,,6.7,
965,Tolkien ,2019.0,Dome Karukoski, Biography,USA,English,20000000.0,4535154.0,9090040.0,6.8,48
966,"I Love You, Man ",2009.0,John Hamburg, Comedy,USA,English,40000000.0,71440011.0,91980359.0,7.0,70
967,Shouf shouf habibi! ,2004.0,Albert Ter Heerdt, Comedy,Netherlands,Dutch,800000.0,,2801588.0,6.1,
968,She ,1935.0,Lansing C. Holden, Adventure,USA,English,,,,6.5,
969,,,,,,,,,,,
970,,,,,,,,,,,
971,Kai po che! ,2013.0,Abhishek Kapoor, Drama,India,Hindi,,1122527.0,1435272.0,7.7,40
972,Boom Town ,1940.0,Jack Conway, Adventure,USA,English,1614000.0,,,7.1,
973,The Hide ,2008.0,Marek Losey, Thriller,UK,English,,,2313.0,7.0,
974,Tore tanzt ,2013.0,Katrin Gebbe, Crime,Germany,German,470000.0,4870.0,4870.0,7.0,51
975,Un bonheur n'arrive jamais seul ,2012.0,James Huth, Comedy,France,French,15000000.0,,16840841.0,6.5,
976,The Doorway to Hell ,1930.0,Archie Mayo, Crime,USA,English,240000.0,,,6.5,
977,Thithi ,2015.0,Raam Reddy, Drama,India,Kannada,,,,8.2,
978,The Lady in the Van ,2015.0,Nicholas Hytner, Biography,UK,English,6000000.0,10021175.0,41387687.0,6.7,70
979,Y Tu Mama Tambien ,2001.0,Alfonso Cuarón, Drama,Mexico,Spanish,2000000.0,13839658.0,33616692.0,7.6,88
980,After Hours ,1985.0,Martin Scorsese, Comedy,USA,English,4500000.0,10609321.0,10609321.0,7.7,90
981,Fingers ,1978.0,James Toback, Crime,USA,English,1300000.0,,,6.8,
982,Texas ,1941.0,George Marshall, Western,USA,English,,,,6.7,
983,Some Freaks ,2016.0,Ian MacAllister McDonald, Comedy,USA,English,,,,6.2,67
984,Strangers on a Train ,1951.0,Alfred Hitchcock, Crime,USA,English,1200000.0,,,7.9,88
985,Awakenings ,1990.0,Penny Marshall, Biography,USA,English,31000000.0,52096475.0,52096475.0,7.8,74
986,Labirent ,2011.0,Tolga Örnek, Action,Germany,Turkish,,,1486738.0,6.8,
987,Habemus Papam ,2011.0,Nanni Moretti, Comedy,Italy,Italian,9000000.0,548115.0,17877523.0,6.7,64
988,Airport ,1970.0,George Seaton, Action,USA,English,10000000.0,100489151.0,100489151.0,6.6,42
989,SM-rechter ,2009.0,Erik Lamens, Biography,Belgium,Dutch,,,1142211.0,6.7,
990,When Do We Eat? ,2005.0,Salvador Litvak, Comedy,USA,English,,431513.0,431513.0,5.9,37
991,Twisted Pair ,2018.0,Neil Breen, Drama,USA,English,3.0,,,5.8,
992,Angels Over Broadway ,1940.0,Ben Hecht, Adventure,USA,English,,,,6.6,
993,,,,,,,,,,,
994,The Night We Never Met ,1993.0,Warren Leight, Comedy,USA,English,8000000.0,1884814.0,1884814.0,6.0,
995,,,,,,,,,,,
996,Last Summer ,1969.0,Frank Perry, Drama,USA,English,780000.0,,,7.0,
997,,,,,,,,,,,
998,The Troops get Married ,1968.0,Jean Girault, Adventure,France,French,,,,6.8,
999,Turbo Kid ,2015.0,François Simard, Action,Canada,English,60000.0,67069.0,67069.0,6.7,60
